"Reference","Photo_No","ImgBox","DigitalID","Date_Added","Source","Date","Subject","Notes","Details","Creator","Location","Dimensions","Condition","Format","Copyright","Seq_No","e18","e19"
"1239","","191","DF01501","21/05/2019","","7 October 1913","Clayfield Baptist Sunday School and C E Society","","Names shown on the photo","Unknown","Clayfield","30.0x22.9cm","Damaged","Tiff","","","",""
"1240","","79B","DF01497","29/05/2019","","1920s","Baptist Church building Gympie","","Gympie Baptist Church - notice board shows details","Harrington Printers","Gympie","10.5x7.4cm","Fair","Tiff","","","",""
"1241","","79B","DF01498","29/05/2019","","","Vacant site of the Bundaberg BC","","Bundaberg BC site","Unknown","Bundaberg West","11.4x7.0cm","Fair","Tiff","","","",""
"1242","","138B","DF01502","29/05/2019","","","Jireh BC building","","Jireh BC","Fegan Brisbane","Fortitude Valley","20.0x15.4cm","old, damaged and faded","Tiff","","","",""
"1243","","12A","DF01503","29/05/2019","Rev E V Keith","1926","Opening of Tarampa BC on 21 August 1926","","Tarampa church opening","Melton Print","Tarampa","12.6x7.3cm","Fair","Tiff","","","",""
"1244","","13B","DF01504","29/05/2019","Rev J H Knights","1941-43","Queensland Baptist College Principal and students","","Baptist College 1941-43","Sidney Riley Queen St Brisbane","Brisbane","24.2x18.4cm","Good","Tiff","","","",""
"1245","","13B","DF01505","29/05/2019","Rev J H Knights","","Group at opening of the road to Currumbin Camp","","Currumbin Camp: L to R: R O Lockhart, R Sayce, J H Knights, A H Brooks and K Lethem","Unknown","Currumbin","14.2x10.9cm","Good","Tiff","","","",""
"1246","","43A","DF01506","29/05/2019","Hope Colegrove","1985","""Five barley Loave"" - Centenary of the original group of women who went overseas Novemberv1985.","","L to R: Rev Joe Simfukwe, Rev Hudson Litana, Re Stephan Lakiang, Pastor Walo Ani, Rev Joseph Karetji.","Hope Colegrove","Brisbane","14.0x10.2cm","Good - cp;our","Tiff","","","",""
"1247","","21","DF01507","5/06/2019","","1877","Thomas Lewis Davis - first Pstor of South Brisbane BC","","Rev T L Davis South Brisbane BC","Sidney Riley Brisbane","Brisbane","21.8x16.7cm","Fair","Tiff","","","",""
"1248","","21","DF01508","5/06/2019","","","J H Knights Pastor of South Brisbane BC 1947-1948","","Rev J H Knights","Sidney Riley Brisbane","Brisbane","22.0x17.0cm","Good","Tiff","","","",""
"1249","","21","DF01509","5/06/2019","","","Rev N W Mergard Pastor South Brisbane BC 1961-1977","","Rev N W Mergard South Brisbane","Sidney Riley Brisbane","Brisbane","21.0x16.3cm","Good","Tiff","","","",""
"1250","","191","DF01510","26/06/2019","","","Colour photo of Clayfield BC. Since replaced.","","Old Clayfield BC building.","Unknown","Clayfield","32.0x22.0cm","Good","Tiff","","","",""
"1251","","191","DF01511","26/06/2019","","1892","Original Clayfield/Hendra BC building and the replacement building of 1892.","","First and second BC buildings at Clayfield/Hendra.","Pencil/ink drawing in Queensland Baptist of December 1892.","Clayfield/Hendra","21.0x13.6cm","B7W drawing","Tiff","","","",""
"1252","","222B","DF01512","26/06/2019","","1942","Rev F H Varnes, Mrs G Dunster, Mr G Dunster, Rev Ralph Sayce at Toowoomba BC January 1942","","Pastor,and others on steps of Toowoomba BC.","Norman Miller, Ruthven St, Toowoomba.","Toowoomba","21.2x16.4cm","Good","Tiff","","","",""
"1253","","222B","DF01513","26/06/2019","","1909-1910","Toowoomna Elders and Committee of Management","","Toowoomba church elders and committee of management 1909-1910","unknown","Toowoomba","20.9x14.2cm","Fair","Tiff","","","",""
"1254","","222B","DF01514","26/06/2019","","","Rev A G Weller's Bible Class Toowoomba","","Bible Class Toowoomba","Unknown","Toowoomba","20.4x14.5cm","Rair","Tiff","","","",""
"1255","","222B","DF01515","26/06/2019","","1975","Ministers and Deacons Central Church Toowoomba March 1975","","Central Church Toowoomba March 1975: back rowW Lindsay, E Stanley, G Dunster, A French, G Kruck, E Davis, G Burstow. Front: C Singh (Treas), D Shepherd, Rev R Owen, Rev R Hodgson, R Winwood-Smith (Sec), J Horne, C Vock.","Unknown","Toowoomba, ","","","","","","",""
"1256","","222B","DF01516","26/06/2019","","1975","Young People's Service Toowoomba 1 March 1975","","Young People's Service Toowoomba","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1257","","222B","DF01517","26/06/2019","","1975","Toowoomba Youth Concert 1975","","Youth Concert Toowoomba","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1258","","222B","DF01518","26/06/2019","","1975","Pastor Des Moyle Toowoomba Youth Concert 1/3/1975","","Pastor Des Moyle T'wmba Youth Concert 1 March 1975","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1259","","222B","DF01519","26/06/2019","","1975","Rev and Mrs R Owen and family at Garden Party","","Rev R Owen and family at T'wmba garden party 8/3/1975","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1260","","222B","DF01520","3/07/2019","","1975","Toowoomba garden party 8 March 1975","","Mr & Mrs J Allison and Mrs Elvie Burston","Unknown","Toowooba","17.7x12.7cm","Good","Tiff","","","",""
"1261","","222B","DF01521","3/07/2019","","1975","Garden Party Toowoomba 8 March 1975","","Mandy Gibson, Miriam Storey, Janet Allison, Narelle Burston","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1262","","222B","DF01522","3/07/2019","","1975","Toowoomba Centenary Sunday 9 March 1975","","Rev P Stockman, Rev and Mrs R Hodgson","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1263","","222B","DF01523","3/07/2019","","1975","Rev Bill Spence Toowoomba 16/03/1975","","Toowoomba BC 16 March 1975","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1264","","222B","DF01524","3/07/2019","","1975","Toowoomba outdoor service 16 March 1975","","Toowoomba outdoor service","Unknown","Toowoomba","17.7x12.7cm","Good","Tiff","","","",""
"1265","","222B","DF01525","3/07/2019","","1975","Rev R Hodgson and Rev H Varnes at Highfield BC 22 March 1975","","Highfields BC","Unknown","Highfields","17.7x12.7cm","Good","Tiff","","","",""
"1266","","222B","DF01526","3/07/2019","","1975","Highfields pilgrimage 22 March 1975","","Highfields 22 March 1975","Unknown","Highfields","17.7x12.7cm","Good","Tiff","","","",""
"1267","","222B","DF01527","03,07,2019","","1975","Jenny Kruck, Val Hodgson and Patricia Finden at Highfields cemetery 22 March 1975","","Highfields cemetery 22,03/1975","Unknown","Highfields","17.7x12.7cm","Good","Tiff","","","",""
"1268","","222B","DF01528","3/07/2019","","1975","Highfields BC graveyard","","Highfields graveyard 22 March 1975","Unknown","Highfields","17.7x12.7cm","Good","Tiff","","","",""
"1269","","222B","DF01529","3/07/2019","","1975","Rev & Mrs H Varnes Highfields 23/03/1975","","Rev and Mrs Varnes","Unknown","Highfields","17.7x12.7cm","Good","Tiff","","","",""
"1270","","238","DF01530","3/07/2019","","1988","Nundah BC in 1988","","Nundah church 1988","Unknown","Nundah","12.9x8.8cm","Good","Tiff","","","",""
"1271","","238","DF01531","3/07/2019","","","Wavell Heights BC","","Wavell Heights Church building","Unknown","Wavell Heights","12.9x8.8cm","Good","Tiff","","","",""
"1272","","238","DF01532","3/07/2019","","1988","Nundah BC deacons 1988","","Nundah diaconate in 1988","Unknown","Nundah","12.9x8.8cm","Good","Tiff","","","",""
"1273","","238","DF01533","3/07/2019","","1920s","Nundah church choir in the 1920s","","Front: Misses M Quinton, J McPherson,O Hillier, Mr A Murray (Conductor), Misses J Harvey, J Bilborough, E Swann; Second: Mr L Westwood, Misses E Gleadhill, A Inghram, J Grimes, Mrs A Webber, Miss E Murray, Mr J F Sullivan; Back: Messrs E Bilborough, A Mrray Jnr., J E Westwood,W Jackson.","Unknown","Nundah","19.6x15.8cm","Fair","Tiff","","","","Misses E Gleadhill, "
"1274","","238","DF01534","3/07/2019","","1897","Nundah Sunday Schools gathering","","Gathering of church Sunday Schools from Nundah","Unknown","Nundah","20.0x14.7cm","Poor","Tiff","","","",""
"1275","","250","DF01535","10/07/2019","","","Principal Warriner with MA degree","","Principal Warriner","Unknown","Unknown","27.2x21.0cm","Fair","Tiff","","","",""
"1276","","250","DF01536","10/07/2019","","","Principal Warriner and family","","Warriner family","Unknown","Unknown","24.2x19.0cm","damaged but fair","Tiff","","","",""
"1277","","269","DF01537","10/07/2019","","1899","Albion BC as at 1 January 1899","","Albion BC 1899","Unknown","Unknown","10.8x8.8cm","Fair","Tiff","","","",""
"1278","","264","DF01538","10/07/2019","","Joyce Glassop","Official opening and dedication of Mackay BC on 14 February 1959","","Mackay BC opening 14/02/1959","Unknown","Unknown","11.6x11.5cm","Fair","Tiff","","","",""
"1279","","224","DF01539","17/07/2019","","1899","Rev Archie Henry Hannah aged 17","","Item 0n Hannah by Rev Clive Davis and photo at age 17 in Box 224","Unknown","Unknown","15.2x9.8cm","Fair","Tiff","","","",""
"1280","","247","DF01540","17/07/2019","","","WW2 Honour Board Enoggera BC","","Enoggera Second World War honour Board","Enoggera BC","Enoggera","17.2x13.8cm","colour photocopy","Tiff","","","",""
"1281","","257","DF01541","17/07/2019","","","Queensland Baptist Womens Fellowship - group photo","","Photo of QBWF group.  Names shown but difficult to follow.","Unknown","Unknown","21.0x19.0cm","Colour photo.","Tiff","","","",""
"1282","","305","DF01542","17/07/2019","","","Sandgate BC re-union - date unknown","","Reunion of Sandgate BC members in front of the church building","Unknown","Sandgate","15.0x10.1cm","good - colour","Tiff","","","",""
"1283","","364","DF01543","17/07/2019","","2011","Steve Grace entertainer featured at the Warwick BC centenary celebrations","","Steve Grace Warwick Centenary","Warwick Daily News","Warwick","17.1x12.7cm","B&W newspaper photo","Tiff","","","",""
"1284","","395","DF01544","17/07/2019","","1926","Geebung first SS picnic 1926","","Geebung BC picnic 1926","Unknown","Unknown","19.7x16.7cm","B&W clear","Tiff","","","",""
"1285","","395","DF01545","17/07/2019","","1932-33","Geebung SS picnic ","","Geebung SS picnic 1932-33","Unknown","Unknown","24.2x17.4cm","B&W","Tiff","","","",""
"1286","","395","DF01546","17/07/2019","","1969","Unveiling of plaque at Geebung BC on 18 May 1969.","","Rev F Stone unveiling plaque at Geebung BC in 1969","Unknown","Unknown","25.1x20.4cm","Good","Tiff","","","",""
"1287","","269","DF01547","24/07/2019","","1899","Albion BC and surrounding areas as it was when built in 1882","","Albion BC as in 1882  from a greetings card used in 1889","Unknown","Unknown","12.7x10.7cm","Fair","Tiff","","","",""
"1288","","98","DF01548","31/07/2019","","1934-35","Aboriginal baptism in Barambah Creek at Cherbourg","","Rev Roland Smith baptising Aboriginal candidate at Cherbourg in 1934-35","Unknown","Unknown","13.3x8.2cm","Fair","Tiff","","","",""
"1289","","135A","DF01549","7/08/2019","","1948","Dinmore Sunday School picnic 9/10/1948","","SundaySchool picnic Dinmore 1948","Unknown","Unknown","11.0x6.8cm","Fair","Tiff","","","",""
"1300","","135A","DF01550","7/08/2019","","1945-1946","Dinmore SS picnic 1945 or 1946","","1945-46 Dinmore Sunday School picnic","Unknown","Unknown","11.0x6.7cm","Fair","Tiff","","","",""
"1301","","210A","DF01551","28/08/2019","","1993","Carey Special Care Unit - plaque unveiled on 30/05/1993","","Plaque unveiled at Carey Special Care Unit by Garrie Gibson MP on behalf of Brian Howe, Deputy PM","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1302","","210A","DF01552","28/08/2019","","1993","Carey Special Care Unit - plaque unveiled on 30/05/1993","","Plaque unveiled at Carey Special Care Unit by Garrie Gibson MP and Gordon King President BUQ","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1303","","210A","DF01553","28/08/2019","","1993","Trevor Owens - Direcor Carey Dementia Unit opening","","Carey Special Care Unit opening","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1304","","210A","DF01554","28/08/2019","","1993","Rev David Bowen at Carey Dementia opening","","Carey Dementia Unit opening 30/05/1993","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1305","","210A","DF01555","28/08/2019","","1993","Helen wALlace - Director of Nursing Carey Dementia Unit","","Carey Dementia opening 30/05/1993","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1306","","210A","DF01556","28/08/2019","","1993","Lloyd Woodrow - Carey Dementia Unit opening 30/05/1993","","Carey Dementia Unit opening 30/05/1993","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1307","","210A","DF01557","28/08/2019","","1993","Earl Larmar Chairman DCS at opening of Carey Special Unit","","Opening of Carey Special Unit 30/05/1993","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1308","","210A","DF01558","28/08/2019","","1993","Garrie Gibson MP at opening of the Carey Dementia Unit","","Opening of Carey Special Unit 30/05/1993","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1309","","210A","DF01559","28/08/2019","","1993","Neil Pfeffer Project Consultant at oening of Carey Special Unit","","Opening of Carey Dementia Unit 30/05/1993","Unknown","Unknown","15.2x10.2cm","Good - colour","Tiff","","","",""
"1310","","210B","DF01560","4/09/2019","","","Rev John Clifford - prominent UK Pastor after whom Clifford House is named.","","Rev John Clifford","Unknown","Unknown","15.2x11.0cm","Fair","Tiff","","","",""
"1311","","210B","DF01561","4/09/2019","","1957","Clifford House Ascot -1957","","The Clifford House at Ascot","Unknown","Unknown","22.3x13.0cm","Good","Tiff","","","",""
"1312","","210B","DF01562","4/09/2019","","1949","Clifford House Alderley 1949","","Clifford House Alderley","Unknown","Unknown","26.9x25.9cm","Good","Tiff","","","",""
"1313","","56A","DF01563","4/09/2019","","","Dr Joan Webster at the Tukrajhar Dispensary in Bangla Desh","","Dr Joan Webster","Unknown","Unknown","21.5x16.6cm","Good","Tiff","","","",""
"1314","","56B","DF01564","4/09/2019","","","Stuart Robinson - Bangla Desh missionary","","Stuart Robinson","Unknown","Unknown","25.0x20.2cm","Good","Tiff","","","",""
"1315","","57A","DF01565","4/09/2019","","1963","Miss C Buckley - missionary","","Missionary - Miss C Buckley","Owen A Cummins Canterbury Vic.","Melbourne","15.6x11.1cm","Good","Tiff","","","",""
"1316","","57A","DF01566","4/09/2019","","","Rev and Mrs K Bricknell with Russell (held by Mrs Bricknell) Lynne and Jennifer","","Bricknell family - missionaries","Unknown","Unknown","16.5x12.2cm","Good","Tiff","","","",""
"1317","","57A","DF01567","4/09/2019","","1983","Ray Schaeffer - ABMS","","ABMS worker - Ray Schaeffer","Unknown","Unknown","15.3x11.0cm","Good","Tiff","","","",""
"1318","","57A","DF01569","4/09/2019","","","ABMS workers","","Mrs W G Watterson, Dr J Webster, Rev W G Watterson, Ms L Hendersen, Miss Nalk, Miss E Buckley","Unknown","Unknown","21.0x15.3cm","Good","Tiff","","","",""
"1319","","57A","DF01568","4/09/2019","","","ABMS missionaries","","Miss B Cave, Mrs W D Grimes, Rev J D Williams, Miss E Morcom, Mr W D Grimes","Unknown","Unknown","21.0x15.5cm","Good","Tiff","","","",""
"1320","","57A","DF01570","4/09/2019","","","Rev W L Charles - ABMS","","ABMS - missionary Rev W L Charles","Unknown","Unknown","21.0x15.9cm","Good","Tiff","","","",""
"1321","","57A","DF01571","11/09/2019","","","Mrs W L Charles","","Mrs Charles, husband of Rev W L Charles","Juston Studios Ashfield","Sydney","21.2x16.1cm","Good","Tiff","","","",""
"1322","","57A","DF01572","11/09/2019","","","Rev and Mrs A E Smith, missionaries","","Rev A E Smith","Photo-craft Laboraties P/L Fooscray","Melbourne","16.4x12.0cm","Good","Tiff","","","",""
"1323","","57A","DF01573","11/09/2019","","","Rev N Kirkwood, missionary","","Rev N Kirkwood","Owen Cumming, Camberwell","Melbourne","10.1x7.7cm","Good","Tiff","","","",""
"1324","","57A","DF01574","11/09/2019","","","Rev T W T Ross, missionary","","Rev T W T Ross","Unknown","Unknown","13.9x8.9cm","Good","Tiff","","","",""
